year,organism,paper_count,share_pct
1990,arabidopsis,78,0.4125674389082831
1990,rice,664,3.512112556860256
1990,wheat,800,4.231460911879827
1990,maize,806,4.263196868718925
1990,soybean,520,2.7504495927218873
1990,tomato,316,1.6714270601925314
1990,barley,254,1.343488839521845
1990,cotton,184,0.9732360097323601
1990,potato,232,1.2271236644451498
1990,tobacco,346,1.8301068443880248
1990,other_crop,2224,11.763461335025918
1990,other_model_organism,109,0.5765365492436263
1990,non_specific,12373,65.44483232836137
1991,arabidopsis,133,0.7362302795460836
1991,rice,596,3.2991973429283146
1991,wheat,744,4.1184611126487685
1991,maize,834,4.61666205369499
1991,soybean,493,2.7290340437309717
1991,tomato,327,1.8101300858012732
1991,barley,248,1.3728203708829227
1991,cotton,164,0.9078328259064489
1991,potato,220,1.2178245225574316
1991,tobacco,402,2.225297536673125
1991,other_crop,2048,11.336839191807362
1991,other_model_organism,117,0.6476612233600886
1991,non_specific,11739,64.98200941046221
1992,arabidopsis,171,0.8964143426294822
1992,rice,599,3.1400712937722792
1992,wheat,799,4.1885091214091
1992,maize,799,4.1885091214091
1992,soybean,431,2.2593835185573496
1992,tomato,350,1.8347661983644368
1992,barley,280,1.4678129586915496
1992,cotton,224,1.1742503669532396
1992,potato,221,1.1585237995386874
1992,tobacco,376,1.9710631159572236
1992,other_crop,2132,11.176347242608513
1992,other_model_organism,134,0.7024533445166702
1992,non_specific,12560,65.84189557559237
1993,arabidopsis,189,0.9863271057300909
1993,rice,619,3.2303517378144244
1993,wheat,792,4.133180252583238
1993,maize,760,3.966183070660682
1993,soybean,413,2.155307379187976
1993,tomato,351,1.8317503392130257
1993,barley,259,1.35163344118568
1993,cotton,184,0.9602337960546915
1993,potato,245,1.2785721740945621
1993,tobacco,384,2.003966183070661
1993,other_crop,2165,11.298403089447866
1993,other_model_organism,128,0.6679887276902202
1993,non_specific,12673,66.13610270326689
1994,arabidopsis,236,1.156976174134719
1994,rice,685,3.3581723698401804
1994,wheat,832,4.078831257966467
1994,maize,824,4.039611726639867
1994,soybean,450,2.2060986371212863
1994,tomato,391,1.9168545935876067
1994,barley,244,1.19619570546132
1994,cotton,174,0.8530248063535641
1994,potato,256,1.2550250024512206
1994,tobacco,452,2.2159035199529367
1994,other_crop,2329,11.417786057456613
1994,other_model_organism,168,0.8236101578586137
1994,non_specific,13357,65.4819099911756
1995,arabidopsis,288,1.3676512489315225
1995,rice,626,2.972741950802545
1995,wheat,908,4.311900465381328
1995,maize,870,4.131446481147307
1995,soybean,470,2.231930857631304
1995,tomato,386,1.8330325766929434
1995,barley,276,1.3106657802260424
1995,cotton,196,0.9307626555228417
1995,potato,271,1.2869218349320923
1995,tobacco,448,2.1274574983379235
1995,other_crop,2466,11.71051381897616
1995,other_model_organism,177,0.8405356634058315
1995,non_specific,13676,64.94443916801215
1996,arabidopsis,389,1.7544650911058994
1996,rice,666,3.00378856215046
1996,wheat,862,3.8877863972578024
1996,maize,827,3.7299296409886344
1996,soybean,446,2.0115460941728305
1996,tomato,392,1.767995670214685
1996,barley,259,1.1681399963918455
1996,cotton,190,0.8569366768897709
1996,potato,265,1.1952011546094174
1996,tobacco,464,2.0927295688255456
1996,other_crop,2426,10.941728305971496
1996,other_model_organism,186,0.8388959047447232
1996,non_specific,14800,66.7508569366769
1997,arabidopsis,419,1.8967858759619736
1997,rice,738,3.340878225441376
1997,wheat,850,3.847894975101856
1997,maize,888,4.019918515165233
1997,soybean,444,2.0099592575826164
1997,tomato,408,1.8469895880488907
1997,barley,246,1.1136260751471254
1997,cotton,210,0.9506564056133997
1997,potato,263,1.1905839746491624
1997,tobacco,460,2.082390221819828
1997,other_crop,2504,11.335445903123585
1997,other_model_organism,203,0.9189678587596197
1997,non_specific,14457,65.44590312358534
1998,arabidopsis,574,2.1530382595648914
1998,rice,825,3.0945236309077266
1998,wheat,825,3.0945236309077266
1998,maize,936,3.5108777194298577
1998,soybean,532,1.9954988747186795
1998,tomato,476,1.7854463615903975
1998,barley,246,0.9227306826706676
1998,cotton,252,0.9452363090772693
1998,potato,285,1.0690172543135783
1998,tobacco,527,1.9767441860465116
1998,other_crop,2697,10.116279069767442
1998,other_model_organism,216,0.8102025506376594
1998,non_specific,18269,68.5258814703676
1999,arabidopsis,587,2.255956956187548
1999,rice,857,3.293620292083013
1999,wheat,1048,4.027671022290546
1999,maize,1033,3.9700230591852423
1999,soybean,514,1.975403535741737
1999,tomato,487,1.8716372021521908
1999,barley,270,1.037663335895465
1999,cotton,286,1.0991544965411222
1999,potato,279,1.0722521137586472
1999,tobacco,571,2.194465795541891
1999,other_crop,2904,11.16064565718678
1999,other_model_organism,238,0.9146810146041507
1999,non_specific,16946,65.12682551883167
2000,arabidopsis,797,2.361831382427026
2000,rice,1282,3.7990813453845016
2000,wheat,1449,4.29396947695955
2000,maize,1250,3.7042524818491627
2000,soybean,689,2.0417839679952583
2000,tomato,624,1.8491628389391022
2000,barley,277,0.8208623499777745
2000,cotton,433,1.28315305971255
2000,potato,364,1.0786783227144763
2000,tobacco,558,1.6535783078974662
2000,other_crop,3953,11.714328048599793
2000,other_model_organism,378,1.1201659505111867
2000,non_specific,21691,64.27915246703215
2001,arabidopsis,915,2.534696251973739
2001,rice,1670,4.626166929831851
2001,wheat,1644,4.554142774038062
2001,maize,1399,3.8754536136735087
2001,soybean,779,2.1579545139754566
2001,tomato,559,1.54851934956647
2001,barley,308,0.8532092301725809
2001,cotton,466,1.290894484611762
2001,potato,412,1.1413058533477383
2001,tobacco,571,1.581761267625142
2001,other_crop,4137,11.460151250727167
2001,other_model_organism,388,1.0748220172303942
2001,non_specific,22851,63.30092246322613
2002,arabidopsis,1149,3.0294241721155872
2002,rice,1649,4.347711453279899
2002,wheat,1632,4.302889685720313
2002,maize,1465,3.862581733811432
2002,soybean,749,1.9747943471841383
2002,tomato,696,1.8350558953807212
2002,barley,344,0.9069816494410462
2002,cotton,433,1.1416367854882936
2002,potato,454,1.1970048512971947
2002,tobacco,485,1.278738662729382
2002,other_crop,4260,11.231807635519933
2002,other_model_organism,361,0.9518034170006329
2002,non_specific,24251,63.93956971103143
2003,arabidopsis,1205,2.8692525656594516
2003,rice,1759,4.188394409124461
2003,wheat,1749,4.164583184513179
2003,maize,1609,3.831226039955235
2003,soybean,798,1.9001357239802845
2003,tomato,783,1.8644188870633616
2003,barley,382,0.9095887801509631
2003,cotton,510,1.2143724551753696
2003,potato,466,1.10960306688573
2003,tobacco,470,1.1191275567302426
2003,other_crop,4583,10.91268423935043
2003,other_model_organism,453,1.0786484748910636
2003,non_specific,27230,64.83796461652022
2004,arabidopsis,1435,2.9780434150998216
2004,rice,1940,4.026065662225543
2004,wheat,1920,3.984559830656207
2004,maize,1683,3.492715726559582
2004,soybean,911,1.8905906279832316
2004,tomato,840,1.7432449259120908
2004,barley,411,0.8529448387498443
2004,cotton,689,1.4298758975636077
2004,potato,483,1.0023658323994522
2004,tobacco,515,1.068775162910389
2004,other_crop,5121,10.627568173328353
2004,other_model_organism,497,1.031419914497987
2004,non_specific,31741,65.8718299921139
2005,arabidopsis,1519,2.977555620895815
2005,rice,2139,4.1928844457512495
2005,wheat,2222,4.3555816916593155
2005,maize,1904,3.7322356169754
2005,soybean,884,1.732823679310007
2005,tomato,984,1.9288444575124963
2005,barley,351,0.688032931490738
2005,cotton,610,1.1957267470351858
2005,potato,561,1.099676565715966
2005,tobacco,558,1.093795942369891
2005,other_crop,5928,11.620111731843576
2005,other_model_organism,569,1.115358227972165
2005,non_specific,32786,64.2673723414682
2006,arabidopsis,1744,3.065241844769404
2006,rice,2380,4.183070866141732
2006,wheat,2292,4.028402699662542
2006,maize,2068,3.6347019122609674
2006,soybean,981,1.7241985376827897
2006,tomato,1004,1.7646231721034868
2006,barley,407,0.7153402699662542
2006,cotton,671,1.1793447694038246
2006,potato,551,0.968433633295838
2006,tobacco,651,1.1441929133858268
2006,other_crop,6473,11.376898200224971
2006,other_model_organism,628,1.1037682789651293
2006,non_specific,37046,65.11178290213722
2007,arabidopsis,1932,3.0031710501772055
2007,rice,2692,4.184542684822484
2007,wheat,2522,3.9202885033886714
2007,maize,2306,3.5845302493315927
2007,soybean,1205,1.8730958154573152
2007,tomato,1150,1.78760181558167
2007,barley,463,0.719704035316794
2007,cotton,759,1.1798171982839023
2007,potato,635,0.987067089473357
2007,tobacco,710,1.1036498165765094
2007,other_crop,7141,11.100230056581484
2007,other_model_organism,743,1.1549462165018964
2007,non_specific,42074,65.40135546850712
2008,arabidopsis,2213,3.0995700099443955
2008,rice,2860,4.005770550583358
2008,wheat,2848,3.9889631216997916
2008,maize,2421,3.390898777259549
2008,soybean,1370,1.9188481308738463
2008,tomato,1213,1.6989509363138509
2008,barley,517,0.7241200610669917
2008,cotton,874,1.224141070353096
2008,potato,697,0.9762314943204897
2008,tobacco,720,1.0084457330139922
2008,other_crop,7897,11.060688824460412
2008,other_model_organism,723,1.0126475902348837
2008,non_specific,47044,65.89072369987534
2009,arabidopsis,2226,2.812630302111368
2009,rice,3222,4.071111784996778
2009,wheat,2963,3.743856058021556
2009,maize,2867,3.622556637984408
2009,soybean,1408,1.7790581605448366
2009,tomato,1399,1.767686339916354
2009,barley,579,0.7315871270990486
2009,cotton,850,1.074005281578914
2009,potato,744,0.9400705052878966
2009,tobacco,795,1.0045108221826315
2009,other_crop,9211,11.638426645439267
2009,other_model_organism,840,1.0613699253250446
2009,non_specific,52039,65.7531304095119
2010,arabidopsis,2432,2.84248296497154
2010,rice,3412,3.987891396580138
2010,wheat,3231,3.776341471966713
2010,maize,2989,3.4934957164062226
2010,soybean,1562,1.825640785890438
2010,tomato,1441,1.684217908110193
2010,barley,537,0.627637069156956
2010,cotton,916,1.0706062483198728
2010,potato,770,0.8999637676924694
2010,tobacco,856,1.0004792014866934
2010,other_crop,10345,12.091071658154021
2010,other_model_organism,850,0.9934664968033755
2010,non_specific,56218,65.70670531446137
2011,arabidopsis,2773,2.997578587797812
2011,rice,3701,4.000735071561379
2011,wheat,3443,3.7218402732736626
2011,maize,3307,3.5748259609979676
2011,soybean,1660,1.79443939983569
2011,tomato,1641,1.773900635620703
2011,barley,589,0.6367016906645911
2011,cotton,933,1.0085614217148786
2011,potato,826,0.8928957495567951
2011,tobacco,944,1.0204522852077658
2011,other_crop,10709,11.576296104120724
2011,other_model_organism,999,1.0799066026722013
2011,non_specific,60983,65.92186621697583
2012,arabidopsis,2952,2.948903651166275
2012,rice,4087,4.08271315119125
2012,wheat,3835,3.830977473652665
2012,maize,3517,3.5133110234254037
2012,soybean,1688,1.6862294590679787
2012,tomato,1766,1.7641476449727787
2012,barley,661,0.6603066779881125
2012,cotton,949,0.9480045951750662
2012,potato,927,0.9260276709455072
2012,tobacco,1057,1.0558913141201738
2012,other_crop,11710,11.69771739673343
2012,other_model_organism,1025,1.023924878877179
2012,non_specific,65931,65.86184506268418
2013,arabidopsis,3318,3.2441945734539237
2013,rice,4249,4.154485455878758
2013,wheat,3938,3.8504033243705695
2013,maize,3627,3.546321192862381
2013,soybean,1666,1.6289415790760204
2013,tomato,1818,1.7775604986555855
2013,barley,650,0.6355414324126131
2013,cotton,1030,1.0070887313615253
2013,potato,1017,0.994377902713273
2013,tobacco,998,0.9758005377658274
2013,other_crop,12290,12.016621852847715
2013,other_model_organism,1053,1.0295771205084332
2013,non_specific,66621,65.13908579809338
2014,arabidopsis,3090,2.884130747260542
2014,rice,4269,3.9845806343220893
2014,wheat,3985,3.719501950755101
2014,maize,3808,3.5542944613489147
2014,soybean,1766,1.6483413914764136
2014,tomato,1856,1.7323451996490509
2014,barley,671,0.6262950587093282
2014,cotton,917,0.8559054677145363
2014,potato,992,0.925908641191734
2014,tobacco,884,0.8251040713845694
2014,other_crop,12963,12.099348503798838
2014,other_model_organism,1116,1.0416472213407009
2014,non_specific,70821,66.10259665104819
2015,arabidopsis,3170,2.9973241554070027
2015,rice,4255,4.023222170743469
2015,wheat,4073,3.851136052041868
2015,maize,3762,3.557076805249572
2015,soybean,1806,1.707623793269731
2015,tomato,1923,1.818250583863617
2015,barley,746,0.7053639810516165
2015,cotton,889,0.8405745028885884
2015,potato,942,0.8906874934994942
2015,tobacco,776,0.7337298247936385
2015,other_crop,12856,12.155709571581207
2015,other_model_organism,1117,1.0561549153279564
2015,non_specific,69446,65.66314615028223
2016,arabidopsis,3085,2.96577581234378
2016,rice,3709,3.5656604499134783
2016,wheat,3553,3.415689290521054
2016,maize,3702,3.558930974812536
2016,soybean,1616,1.5535473947317824
2016,tomato,1673,1.6083445491251684
2016,barley,700,0.6729475100942126
2016,cotton,888,0.8536819842338011
2016,potato,801,0.7700442222649491
2016,tobacco,581,0.5585464333781964
2016,other_crop,11713,11.260334551047874
2016,other_model_organism,1017,0.977696596808306
2016,non_specific,70982,68.23880023072486
2017,arabidopsis,2998,2.953578184110971
2017,rice,4047,3.9870349936948295
2017,wheat,3808,3.7515762925598994
2017,maize,3647,3.59296185372005
2017,soybean,1727,1.7014107818411097
2017,tomato,1812,1.7851513240857504
2017,barley,665,0.6551465952080706
2017,cotton,1050,1.0344419924337958
2017,potato,849,0.836420239596469
2017,tobacco,573,0.5645097730138713
2017,other_crop,12732,12.543348045397225
2017,other_model_organism,961,0.9467607187894073
2017,non_specific,66635,65.64765920554855
2018,arabidopsis,3036,2.453690233730967
2018,rice,4890,3.9520900009698376
2018,wheat,4599,3.716904276985743
2018,maize,4129,3.3370510458086833
2018,soybean,2046,1.6535738531665214
2018,tomato,2099,1.6964083664694662
2018,barley,719,0.5810946238644813
2018,cotton,1052,0.8502246791452494
2018,potato,1006,0.8130475543917499
2018,tobacco,623,0.5035075809006562
2018,other_crop,14723,11.899104516212459
2018,other_model_organism,961,0.7766786280024569
2018,non_specific,83849,67.76662464035172
2019,arabidopsis,3390,2.5845900489471036
2019,rice,5247,4.0003964562906935
2019,wheat,4868,3.7114408136502948
2019,maize,4499,3.430109330446318
2019,soybean,2291,1.746694926884311
2019,tomato,2358,1.7977767951083394
2019,barley,860,0.6556777115323036
2019,cotton,1121,0.8546682728229213
2019,potato,1062,0.8096857321480306
2019,tobacco,619,0.4719354691145301
2019,other_crop,16744,12.765892560345222
2019,other_model_organism,1305,0.9949528064530885
2019,non_specific,86798,66.17617907625684
2020,arabidopsis,3603,2.573939134162023
2020,rice,6009,4.292756108015431
2020,wheat,5662,4.044863551935991
2020,maize,5034,3.5962280325760823
2020,soybean,2432,1.7373910558651235
2020,tomato,2631,1.8795542220317187
2020,barley,873,0.6236605229318474
2020,cotton,1321,0.943706243749107
2020,potato,1243,0.8879839977139592
2020,tobacco,676,0.48292613230461495
2020,other_crop,17880,12.77325332190313
2020,other_model_organism,1111,0.7936848121160165
2020,non_specific,91505,65.37005286469496
2021,arabidopsis,3545,2.6025033953676173
2021,rice,5843,4.289542267738502
2021,wheat,5602,4.112616084865837
2021,maize,4680,3.435744962008589
2021,soybean,2481,1.8213853099878867
2021,tomato,2866,2.104026722460816
2021,barley,1001,0.7348676724296149
2021,cotton,1295,0.9507029328634878
2021,potato,1259,0.9242741254634219
2021,tobacco,731,0.5366516169291193
2021,other_crop,17878,13.12483940828837
2021,other_model_organism,1151,0.8449877032632235
2021,non_specific,87883,64.51785779833352
2022,arabidopsis,3270,2.437351858201279
2022,rice,5713,4.258284760215262
2022,wheat,5241,3.9064712809886557
2022,maize,4365,3.2535293153053773
2022,soybean,2311,1.7225443866370507
2022,tomato,2696,2.00951088981977
2022,barley,804,0.5992755027504062
2022,cotton,1244,0.927237220673514
2022,potato,1130,0.8422653210297998
2022,tobacco,708,0.5277202188399099
2022,other_crop,16118,12.013834021556029
2022,other_model_organism,987,0.7356777627047897
2022,non_specific,89575,66.76629746127816
2023,arabidopsis,2905,2.0729862419364045
2023,rice,5528,3.9447393960152994
2023,wheat,5139,3.6671519095735574
2023,maize,4351,3.1048410115887424
2023,soybean,2124,1.515670491522521
2023,tomato,2748,1.9609522178455217
2023,barley,763,0.5444710852314895
2023,cotton,1145,0.8170634241023007
2023,potato,1197,0.8541702346292174
2023,tobacco,757,0.5401895301706914
2023,other_crop,16528,11.79425700747845
2023,other_model_organism,962,0.6864759947479591
2023,non_specific,95989,68.49703145515784
2024,arabidopsis,2764,2.1629573981907533
2024,rice,6189,4.84317776317025
2024,wheat,5139,4.021504366607194
2024,maize,4799,3.7554386953391554
2024,soybean,2267,1.7740319904842397
2024,tomato,2862,2.2396469152033056
2024,barley,815,0.6377750649513256
2024,cotton,1288,1.0079193664506838
2024,potato,1120,0.8764516230005946
2024,tobacco,781,0.6111684978245219
2024,other_crop,17752,13.891758224559428
2024,other_model_organism,945,0.7395060569067519
2024,non_specific,81067,63.438664037311796
