organism,year,mean_team_size,intl_collab_rate
arabidopsis,1990,3.3974358974358974,0.02564102564102564
arabidopsis,1991,3.3233082706766917,0.07518796992481203
arabidopsis,1992,3.6491228070175437,0.011695906432748537
arabidopsis,1993,3.8465608465608465,0.031746031746031744
arabidopsis,1994,3.774468085106383,0.03404255319148936
arabidopsis,1995,3.6385964912280704,0.03508771929824561
arabidopsis,1996,3.7087628865979383,0.061855670103092786
arabidopsis,1997,3.7583732057416266,0.0645933014354067
arabidopsis,1998,3.8531468531468533,0.09265734265734266
arabidopsis,1999,4.084192439862543,0.10481099656357389
arabidopsis,2000,4.186462324393359,0.08556832694763729
arabidopsis,2001,4.063973063973064,0.11335578002244669
arabidopsis,2002,4.262455516014235,0.12544483985765126
arabidopsis,2003,4.261016949152542,0.12203389830508475
arabidopsis,2004,4.58943661971831,0.12464788732394366
arabidopsis,2005,4.735372340425532,0.12699468085106383
arabidopsis,2006,4.729698375870069,0.1583526682134571
arabidopsis,2007,4.70625,0.15989583333333332
arabidopsis,2008,4.798910576486609,0.1575124829777576
arabidopsis,2009,4.971119133574007,0.17328519855595667
arabidopsis,2010,4.964579901153212,0.18327841845140033
arabidopsis,2011,4.9728260869565215,0.18985507246376812
arabidopsis,2012,5.045824847250509,0.19110658520027154
arabidopsis,2013,5.249015449863678,0.19206301120872463
arabidopsis,2014,5.371298405466971,0.21184510250569477
arabidopsis,2015,5.62444302991725,0.18109484404837684
arabidopsis,2016,6.077803203661327,0.1961425302386401
arabidopsis,2017,6.030650050522062,0.2185921185584372
arabidopsis,2018,6.094970218398411,0.23097286565188616
arabidopsis,2019,6.03458556946929,0.22420989862850327
arabidopsis,2020,6.590769230769231,0.23468531468531467
arabidopsis,2021,6.743669985775249,0.23783783783783785
arabidopsis,2022,7.293125,0.235625
arabidopsis,2023,7.1254806011883955,0.2436211114994757
arabidopsis,2024,7.3349108117946855,0.20495085547870404
barley,1990,2.6338582677165356,0.01968503937007874
barley,1991,2.6477732793522266,0.03643724696356275
barley,1992,2.931899641577061,0.04659498207885305
barley,1993,2.8725868725868726,0.05791505791505792
barley,1994,2.908333333333333,0.0375
barley,1995,3.10989010989011,0.07326007326007326
barley,1996,3.115830115830116,0.05405405405405406
barley,1997,3.3102040816326532,0.07755102040816327
barley,1998,3.272357723577236,0.07317073170731707
barley,1999,3.425925925925926,0.1
barley,2000,3.286231884057971,0.057971014492753624
barley,2001,3.3798701298701297,0.07792207792207792
barley,2002,3.6802325581395348,0.09011627906976744
barley,2003,3.7532808398950133,0.07611548556430446
barley,2004,3.7017114914425426,0.10268948655256724
barley,2005,3.525714285714286,0.09428571428571429
barley,2006,3.782178217821782,0.11386138613861387
barley,2007,3.517391304347826,0.07608695652173914
barley,2008,3.49031007751938,0.09689922480620156
barley,2009,3.43598615916955,0.09688581314878893
barley,2010,4.347014925373134,0.1287313432835821
barley,2011,4.025510204081633,0.12585034013605442
barley,2012,3.798789712556732,0.12102874432677761
barley,2013,3.890092879256966,0.10526315789473684
barley,2014,4.0590909090909095,0.1303030303030303
barley,2015,4.15020297699594,0.10960757780784844
barley,2016,4.849785407725322,0.13733905579399142
barley,2017,4.914027149321267,0.14027149321266968
barley,2018,4.784313725490196,0.16246498599439776
barley,2019,4.943728018757327,0.13716295427901523
barley,2020,5.339534883720931,0.16395348837209303
barley,2021,5.018367346938776,0.16428571428571428
barley,2022,5.227784730913642,0.17146433041301626
barley,2023,5.48015873015873,0.1693121693121693
barley,2024,5.341975308641976,0.13703703703703704
cotton,1990,2.420765027322404,0.0273224043715847
cotton,1991,2.7378048780487805,0.036585365853658534
cotton,1992,2.7757847533632285,0.017937219730941704
cotton,1993,2.60989010989011,0.005494505494505495
cotton,1994,2.6724137931034484,0.022988505747126436
cotton,1995,2.7948717948717947,0.010256410256410256
cotton,1996,2.857894736842105,0.021052631578947368
cotton,1997,2.9904306220095696,0.04784688995215311
cotton,1998,2.8286852589641436,0.05179282868525897
cotton,1999,2.5211267605633805,0.02112676056338028
cotton,2000,2.5684454756380513,0.027842227378190254
cotton,2001,2.836206896551724,0.017241379310344827
cotton,2002,2.599537037037037,0.032407407407407406
cotton,2003,2.7337278106508878,0.05325443786982249
cotton,2004,2.5290697674418605,0.011627906976744186
cotton,2005,2.8467874794069195,0.03459637561779242
cotton,2006,2.814648729446936,0.029895366218236172
cotton,2007,2.8806366047745358,0.03050397877984085
cotton,2008,3.0560640732265445,0.028604118993135013
cotton,2009,3.1332547169811322,0.02830188679245283
cotton,2010,3.303728070175439,0.03399122807017544
cotton,2011,3.2368703108252945,0.030010718113612004
cotton,2012,3.311181434599156,0.04535864978902954
cotton,2013,3.665043816942551,0.04868549172346641
cotton,2014,4.053669222343921,0.05585980284775466
cotton,2015,4.287330316742081,0.07013574660633484
cotton,2016,6.080316742081448,0.07126696832579185
cotton,2017,5.523946360153257,0.08141762452107279
cotton,2018,5.199807877041306,0.08261287223823247
cotton,2019,5.153291253381425,0.109107303877367
cotton,2020,6.2769588828549265,0.11792086889061287
cotton,2021,6.623911322248614,0.10847189231987332
cotton,2022,6.923922231614539,0.15384615384615385
cotton,2023,6.236347358997314,0.13339301700984782
cotton,2024,5.682324840764331,0.11305732484076433
maize,1990,2.8260869565217392,0.03975155279503106
maize,1991,2.8523409363745498,0.03241296518607443
maize,1992,2.8721804511278197,0.03383458646616541
maize,1993,2.988157894736842,0.034210526315789476
maize,1994,2.9501822600243015,0.0583232077764277
maize,1995,3.0091954022988507,0.059770114942528735
maize,1996,2.988970588235294,0.06004901960784314
maize,1997,3.130830489192264,0.06029579067121729
maize,1998,3.2181425485961124,0.08099352051835854
maize,1999,3.2708537782139353,0.07065750736015702
maize,2000,3.1713823767178657,0.04527081649151172
maize,2001,3.1256281407035176,0.05384063173007897
maize,2002,3.3008910212474296,0.06100068540095956
maize,2003,3.2953271028037383,0.064797507788162
maize,2004,3.180464562239428,0.06253722453841572
maize,2005,3.4124801692226336,0.05711263881544157
maize,2006,3.2313649564375604,0.06098741529525654
maize,2007,3.257727470613844,0.0544188071397475
maize,2008,3.373134328358209,0.06882255389718077
maize,2009,3.5273300630693765,0.06517168885774352
maize,2010,3.505704697986577,0.04798657718120805
maize,2011,3.5848770118433038,0.06103856665654418
maize,2012,3.5134132420091326,0.06278538812785388
maize,2013,3.6362126245847177,0.06616832779623477
maize,2014,3.816234796404019,0.08038075092543628
maize,2015,4.407526020816653,0.07419268748331999
maize,2016,4.750135648399349,0.10065111231687467
maize,2017,4.888368246968026,0.09454244762954796
maize,2018,4.673240808375944,0.10129047966885804
maize,2019,5.052395879982087,0.109717868338558
maize,2020,5.299420347791325,0.13371976813911654
maize,2021,5.302410675850194,0.13065002152389152
maize,2022,5.9428901734104045,0.13641618497109825
maize,2023,5.521668597914252,0.13742757821552723
maize,2024,5.3827289876336195,0.11779501152798155
non_specific,1990,2.632169780399869,0.026630612913798753
non_specific,1991,2.692893620704579,0.025794166017484636
non_specific,1992,2.734059725585149,0.031476997578692496
non_specific,1993,2.7776351676560243,0.03264880474891706
non_specific,1994,2.893712121212121,0.035227272727272725
non_specific,1995,2.8696103896103895,0.035844155844155845
non_specific,1996,2.8922278377270865,0.038929108045349
non_specific,1997,3.0118239697754143,0.044707199328342544
non_specific,1998,2.736772267374357,0.037209045170564496
non_specific,1999,3.0280613767986146,0.04776404561466356
non_specific,2000,2.9915076291353646,0.03765573235033363
non_specific,2001,3.0245163000265043,0.04068380598992844
non_specific,2002,2.9353952462223702,0.04441576822212047
non_specific,2003,2.9194444444444443,0.042222222222222223
non_specific,2004,2.943270300333704,0.04376291117114254
non_specific,2005,3.1154862904217384,0.046876921185294476
non_specific,2006,3.0671288743882545,0.04692767808591626
non_specific,2007,3.081816872329188,0.047774523455130356
non_specific,2008,2.985581544376802,0.049108191818861474
non_specific,2009,3.109989342118012,0.04778606724154636
non_specific,2010,3.134376898609771,0.0460312354812194
non_specific,2011,3.1356869347065426,0.049349706212451314
non_specific,2012,3.1872893890184955,0.04992147355259747
non_specific,2013,3.3959918324132192,0.05380019662708916
non_specific,2014,3.3995531266900065,0.056456892380383115
non_specific,2015,3.70075268661262,0.060911055356547214
non_specific,2016,3.697961152651069,0.0623856074686795
non_specific,2017,3.9267249198766403,0.072156376610026
non_specific,2018,3.69753872013447,0.0650858446392124
non_specific,2019,3.879851198805859,0.0706105980035451
non_specific,2020,4.153788903924222,0.08702074875958503
non_specific,2021,4.476977232052908,0.0966185865146433
non_specific,2022,4.803111301882129,0.10949389315955828
non_specific,2023,4.428109030980639,0.09611941714190864
non_specific,2024,4.7111222633460885,0.09829998118060347
other_crop,1990,2.611637347767253,0.034280559314388816
other_crop,1991,2.606356968215159,0.03374083129584352
other_crop,1992,2.708920187793427,0.04835680751173709
other_crop,1993,2.7495378927911274,0.0411275415896488
other_crop,1994,2.854803963808703,0.04997845756139595
other_crop,1995,2.838827838827839,0.05372405372405373
other_crop,1996,3.0049896049896048,0.05155925155925156
other_crop,1997,3.049819204499799,0.06347930895942146
other_crop,1998,3.1163051608077788,0.06282722513089005
other_crop,1999,3.1172796668979874,0.06453851492019431
other_crop,2000,3.0276719979690276,0.05255140898705255
other_crop,2001,3.084343189529811,0.05598642753271934
other_crop,2002,3.0374470089495995,0.05652378709373528
other_crop,2003,3.1349693251533743,0.05499561787905346
other_crop,2004,3.231387147335423,0.05505485893416928
other_crop,2005,3.22165820642978,0.06040609137055838
other_crop,2006,3.148543990086741,0.05498760842627014
other_crop,2007,3.1963207414688948,0.0579974722651313
other_crop,2008,3.1666243332486665,0.061722123444246886
other_crop,2009,3.409209666884389,0.05954713694752885
other_crop,2010,3.4030819926342315,0.05126962589649157
other_crop,2011,3.350084222346996,0.05867490174059517
other_crop,2012,3.4282899246058944,0.06348526387936942
other_crop,2013,3.56994266994267,0.06339066339066339
other_crop,2014,3.705923561921071,0.06865416050439792
other_crop,2015,4.014804950650165,0.07347642174526085
other_crop,2016,4.617278654770075,0.08699382292381606
other_crop,2017,4.5284835095471045,0.09436641944137604
other_crop,2018,4.313606232488212,0.09492243559078795
other_crop,2019,4.570174911342189,0.09400733305283404
other_crop,2020,4.885184973411859,0.11527245697295443
other_crop,2021,5.123858742463393,0.12747631352282515
other_crop,2022,5.5243483788938335,0.13178639542275905
other_crop,2023,5.1668441826953195,0.12511747384249108
other_crop,2024,5.064949222560101,0.11136611394801767
other_model_organism,1990,2.4862385321100917,0.05504587155963303
other_model_organism,1991,2.8803418803418803,0.042735042735042736
other_model_organism,1992,3.037313432835821,0.03731343283582089
other_model_organism,1993,2.65625,0.015625
other_model_organism,1994,2.820359281437126,0.05389221556886228
other_model_organism,1995,3.0112994350282487,0.02824858757062147
other_model_organism,1996,2.8978494623655915,0.005376344086021506
other_model_organism,1997,3.7438423645320196,0.04926108374384237
other_model_organism,1998,3.1481481481481484,0.08333333333333333
other_model_organism,1999,3.3865546218487395,0.07983193277310924
other_model_organism,2000,3.304232804232804,0.05291005291005291
other_model_organism,2001,3.2805194805194806,0.04415584415584416
other_model_organism,2002,3.368715083798883,0.061452513966480445
other_model_organism,2003,3.4133333333333336,0.05555555555555555
other_model_organism,2004,3.6121212121212123,0.0707070707070707
other_model_organism,2005,3.6678383128295255,0.10193321616871705
other_model_organism,2006,3.7223113964687,0.0898876404494382
other_model_organism,2007,3.7240915208613727,0.08344549125168237
other_model_organism,2008,3.6421636615811375,0.09153952843273232
other_model_organism,2009,3.9702380952380953,0.0880952380952381
other_model_organism,2010,4.121462264150943,0.11084905660377359
other_model_organism,2011,3.965863453815261,0.09437751004016064
other_model_organism,2012,4.103515625,0.0869140625
other_model_organism,2013,3.994285714285714,0.0980952380952381
other_model_organism,2014,4.280071813285458,0.10412926391382406
other_model_organism,2015,4.496409335727109,0.11400359066427289
other_model_organism,2016,5.2391732283464565,0.1141732283464567
other_model_organism,2017,5.086548488008342,0.1251303441084463
other_model_organism,2018,5.158829676071055,0.11285266457680251
other_model_organism,2019,4.9253846153846155,0.13923076923076924
other_model_organism,2020,5.389799635701275,0.16393442622950818
other_model_organism,2021,5.861359570661897,0.1806797853309481
other_model_organism,2022,6.1425598335067635,0.16857440166493237
other_model_organism,2023,6.092175777063237,0.1532690246516613
other_model_organism,2024,5.907150480256137,0.14194236926360726
potato,1990,2.9008620689655173,0.03879310344827586
potato,1991,2.8401826484018264,0.0273972602739726
potato,1992,2.863013698630137,0.0593607305936073
potato,1993,2.786008230452675,0.01646090534979424
potato,1994,2.9291338582677167,0.04330708661417323
potato,1995,2.933085501858736,0.05204460966542751
potato,1996,3.273764258555133,0.057034220532319393
potato,1997,3.494296577946768,0.07224334600760456
potato,1998,3.334507042253521,0.06690140845070422
potato,1999,3.523465703971119,0.09386281588447654
potato,2000,3.556473829201102,0.09090909090909091
potato,2001,3.5806451612903225,0.06699751861042183
potato,2002,3.3902439024390243,0.07095343680709534
potato,2003,3.518279569892473,0.07096774193548387
potato,2004,3.595833333333333,0.07708333333333334
potato,2005,3.855614973262032,0.0784313725490196
potato,2006,3.5027322404371586,0.08014571948998178
potato,2007,3.468454258675079,0.0804416403785489
potato,2008,3.6440922190201728,0.08501440922190202
potato,2009,3.815363881401617,0.09164420485175202
potato,2010,3.694408322496749,0.09362808842652796
potato,2011,3.6557177615571774,0.11313868613138686
potato,2012,3.6317494600431965,0.09719222462203024
potato,2013,3.6416584402764065,0.09970384995064166
potato,2014,4.17479674796748,0.10772357723577236
potato,2015,4.218085106382978,0.10212765957446808
potato,2016,5.4874371859296485,0.1306532663316583
potato,2017,4.675707547169812,0.15919811320754718
potato,2018,4.577309236947791,0.14759036144578314
potato,2019,4.886255924170616,0.12890995260663507
potato,2020,5.3661513425549225,0.1643612693246542
potato,2021,5.354707792207792,0.15503246753246752
potato,2022,5.485790408525755,0.14209591474245115
potato,2023,5.054667788057191,0.14465937762825903
potato,2024,5.206678700361011,0.15342960288808663
rice,1990,2.8924242424242426,0.04090909090909091
rice,1991,2.779831932773109,0.03529411764705882
rice,1992,2.892797319932998,0.03685092127303183
rice,1993,2.9092382495948135,0.03403565640194489
rice,1994,2.7856093979442,0.042584434654919234
rice,1995,3.012779552715655,0.04153354632587859
rice,1996,3.2141779788838614,0.049773755656108594
rice,1997,3.1969904240766076,0.060191518467852256
rice,1998,3.387057387057387,0.05860805860805861
rice,1999,3.1088992974238874,0.06206088992974239
rice,2000,2.974960876369327,0.04225352112676056
rice,2001,3.070143884892086,0.04316546762589928
rice,2002,3.0907429963459196,0.0535931790499391
rice,2003,3.0707358813462635,0.05932686822589846
rice,2004,3.4715320910973086,0.047619047619047616
rice,2005,3.456296992481203,0.06296992481203008
rice,2006,3.3333333333333335,0.05252011859381618
rice,2007,3.2218087085969485,0.05805731298846297
rice,2008,3.2871669004207575,0.0638148667601683
rice,2009,3.672268907563025,0.060379707438530966
rice,2010,3.7060721619243178,0.057494866529774126
rice,2011,3.6328188464662876,0.060655293799079336
rice,2012,3.6413708690330475,0.06658506731946144
rice,2013,3.9749408983451535,0.06690307328605201
rice,2014,3.928150765606596,0.0817432273262662
rice,2015,4.682311320754717,0.0910377358490566
rice,2016,5.535413839891452,0.11451831750339213
rice,2017,5.377601585728444,0.10753221010901882
rice,2018,4.970370370370371,0.11296296296296296
rice,2019,5.328209069946195,0.11664104534973098
rice,2020,5.482145850796312,0.12690695725062867
rice,2021,5.856428817649086,0.14339882799034814
rice,2022,6.328851937024589,0.15956129488767026
rice,2023,6.101840043723811,0.1437420295135726
rice,2024,5.969215654167349,0.11740625511707876
soybean,1990,2.8689788053949905,0.055876685934489405
soybean,1991,2.7748478701825556,0.04259634888438134
soybean,1992,2.7902097902097904,0.04195804195804196
soybean,1993,2.8668280871670704,0.04600484261501211
soybean,1994,2.966666666666667,0.035555555555555556
soybean,1995,3.202127659574468,0.059574468085106386
soybean,1996,2.979683972911964,0.045146726862302484
soybean,1997,3.2234762979683973,0.056433408577878104
soybean,1998,3.1924528301886794,0.06981132075471698
soybean,1999,3.159844054580897,0.0682261208576998
soybean,2000,3.1119186046511627,0.05813953488372093
soybean,2001,3.0489690721649483,0.055412371134020616
soybean,2002,3.1713520749665327,0.060240963855421686
soybean,2003,2.9937264742785445,0.04893350062735257
soybean,2004,3.0583700440528636,0.05286343612334802
soybean,2005,3.164772727272727,0.06136363636363636
soybean,2006,3.377551020408163,0.05714285714285714
soybean,2007,2.904564315352697,0.03900414937759336
soybean,2008,2.9342585829072316,0.06939371804236669
soybean,2009,3.124108416547789,0.05135520684736091
soybean,2010,3.4179008370895043,0.061171925305859624
soybean,2011,3.3974668275030155,0.06332931242460796
soybean,2012,3.320687611144043,0.06105512744516894
soybean,2013,3.709036144578313,0.06807228915662651
soybean,2014,3.9524899828277045,0.07384087006296508
soybean,2015,4.263888888888889,0.08333333333333333
soybean,2016,4.991298943443132,0.09695463020509633
soybean,2017,5.179918746372606,0.10214741729541497
soybean,2018,4.724172021749877,0.08502224419179437
soybean,2019,5.097228332600088,0.09898812142542895
soybean,2020,5.195607128056361,0.10733526730211355
soybean,2021,5.61920260374288,0.11065907241659886
soybean,2022,5.956521739130435,0.12956521739130436
soybean,2023,5.589890319504053,0.11874105865522175
soybean,2024,5.648361381753764,0.0987599645704163
tobacco,1990,3.577259475218659,0.02040816326530612
tobacco,1991,3.318407960199005,0.017412935323383085
tobacco,1992,3.578666666666667,0.024
tobacco,1993,3.631853785900783,0.028720626631853787
tobacco,1994,3.5955555555555554,0.028888888888888888
tobacco,1995,3.656179775280899,0.015730337078651686
tobacco,1996,3.6702819956616053,0.019522776572668113
tobacco,1997,3.9108695652173915,0.03260869565217391
tobacco,1998,3.788973384030418,0.045627376425855515
tobacco,1999,3.7609841827768014,0.026362038664323375
tobacco,2000,3.8216216216216217,0.04144144144144144
tobacco,2001,3.7968476357267953,0.047285464098073555
tobacco,2002,3.727835051546392,0.049484536082474224
tobacco,2003,3.729032258064516,0.06451612903225806
tobacco,2004,3.625,0.048828125
tobacco,2005,3.759856630824373,0.06093189964157706
tobacco,2006,3.626153846153846,0.05692307692307692
tobacco,2007,3.8211267605633803,0.059154929577464786
tobacco,2008,3.351048951048951,0.055944055944055944
tobacco,2009,3.517632241813602,0.05667506297229219
tobacco,2010,3.667447306791569,0.05035128805620609
tobacco,2011,3.246822033898305,0.04343220338983051
tobacco,2012,3.4516129032258065,0.05218216318785579
tobacco,2013,3.4824120603015074,0.05829145728643216
tobacco,2014,3.5855039637599093,0.05549263873159683
tobacco,2015,4.51875808538163,0.07891332470892626
tobacco,2016,5.97053726169844,0.10571923743500866
tobacco,2017,5.796847635726795,0.12259194395796848
tobacco,2018,5.150974025974026,0.11525974025974026
tobacco,2019,5.685154975530179,0.14192495921696574
tobacco,2020,5.78907435508346,0.13657056145675264
tobacco,2021,5.809523809523809,0.09943977591036414
tobacco,2022,6.459041731066461,0.1205564142194745
tobacco,2023,6.561728395061729,0.12345679012345678
tobacco,2024,6.838331160365058,0.09908735332464146
tomato,1990,2.6666666666666665,0.02857142857142857
tomato,1991,2.6932515337423313,0.05521472392638037
tomato,1992,2.9685714285714284,0.05142857142857143
tomato,1993,3.060344827586207,0.05172413793103448
tomato,1994,3.0,0.04603580562659847
tomato,1995,2.9454545454545453,0.05974025974025974
tomato,1996,3.163682864450128,0.07161125319693094
tomato,1997,3.3562653562653564,0.085995085995086
tomato,1998,3.3592436974789917,0.09033613445378151
tomato,1999,3.5082304526748973,0.08436213991769548
tomato,2000,3.617363344051447,0.12057877813504823
tomato,2001,3.365280289330922,0.081374321880651
tomato,2002,3.4144927536231884,0.08985507246376812
tomato,2003,3.346547314578005,0.06265984654731457
tomato,2004,3.486904761904762,0.06190476190476191
tomato,2005,3.5835030549898166,0.07739307535641547
tomato,2006,3.406,0.08
tomato,2007,3.466492602262837,0.08093994778067885
tomato,2008,3.6085879438480593,0.07431874483897605
tomato,2009,3.7832618025751072,0.08011444921316166
tomato,2010,3.8993055555555554,0.08472222222222223
tomato,2011,3.8028083028083026,0.08302808302808302
tomato,2012,3.9108967082860384,0.09250851305334847
tomato,2013,3.871128318584071,0.10121681415929204
tomato,2014,3.963183540877098,0.08933405522468868
tomato,2015,4.419540229885057,0.11076280041797283
tomato,2016,4.860744297719088,0.12785114045618248
tomato,2017,4.536167863059084,0.11209276642738818
tomato,2018,4.660774008600096,0.12661251791686573
tomato,2019,4.864081806561568,0.12356199403493821
tomato,2020,5.018383761011107,0.15702795863653773
tomato,2021,5.362869198312236,0.1441631504922644
tomato,2022,5.7443862275449105,0.16953592814371257
tomato,2023,5.644534115920763,0.15443873807776962
tomato,2024,5.3558303886925795,0.13427561837455831
wheat,1990,2.590452261306533,0.04020100502512563
wheat,1991,2.7681940700808627,0.04177897574123989
wheat,1992,2.7230576441102756,0.03884711779448621
wheat,1993,2.7344345616264296,0.05972045743329098
wheat,1994,2.8154402895054282,0.045838359469240045
wheat,1995,2.955801104972376,0.051933701657458566
wheat,1996,3.0269320843091334,0.06088992974238876
wheat,1997,3.1459074733096086,0.07473309608540925
wheat,1998,3.05140758873929,0.07099143206854346
wheat,1999,3.1,0.052884615384615384
wheat,2000,3.133749133749134,0.05405405405405406
wheat,2001,2.971916971916972,0.05555555555555555
wheat,2002,3.179581795817958,0.056580565805658053
wheat,2003,3.044750430292599,0.05393000573723465
wheat,2004,3.2685475444096133,0.06321839080459771
wheat,2005,3.223433242506812,0.06494096276112625
wheat,2006,3.4524748138414365,0.0683311432325887
wheat,2007,3.1386571315057608,0.06555423122765197
wheat,2008,3.2661744022503516,0.06891701828410689
wheat,2009,3.599932363882313,0.0693270206290159
wheat,2010,3.7765726681127982,0.07127362875735978
wheat,2011,3.6541593949970914,0.07388016288539849
wheat,2012,3.581218938006801,0.07585665707559508
wheat,2013,3.991053169734151,0.08614519427402863
wheat,2014,4.237150127226463,0.09211195928753181
wheat,2015,4.441343541615214,0.10076562114102247
wheat,2016,5.257554363174244,0.11945778028805422
wheat,2017,5.373118563506734,0.1217322418801162
wheat,2018,5.093421052631579,0.1256578947368421
wheat,2019,5.225779625779626,0.1363825363825364
wheat,2020,5.379017695919105,0.14156735283495847
wheat,2021,5.619967503159415,0.15111030871998557
wheat,2022,6.056706018966518,0.18231081865686086
wheat,2023,5.792857142857143,0.15119047619047618
wheat,2024,5.734814232356989,0.13367407116178495
