work_id,organism,cd_score,title,year
W2036220110,rice,1.0,Adjustment for Specific Leaf Weight Improves Chlorophyll Meter's Estimate of Rice Leaf Nitrogen Concentration,1993
W1965855075,rice,1.0,Induction of Phytoalexin Formation in Suspension-cultured Rice Cells by<i>N</i>-Acetyl-chitooligosaccharides,1993
W1987958970,rice,1.0,"Effect of the Defatted Rice Germ Enriched with GABA for Sleeplessness, Depression, Autonomic Disorder by Oral Administration.",2000
W1493765615,rice,1.0,Direct Seeding: Research Strategies and Opportunities,2002
W608967872,rice,1.0,Rice in human nutrition,1994
W2167722384,rice,1.0,The Contribution of an Apoplastic Pathway to Sodium Uptake by Rice Roots in Saline Conditions,1987
W2060344559,rice,1.0,Identification of a Family of Avirulence Genes from<i>Xanthomonas oryzae</i>pv.<i>oryzae</i>,1992
W2047613366,rice,1.0,"PAPER PRESENTED AT INTERNATIONAL WORKSHOP ON INCREASING WHEAT YIELD POTENTIAL, CIMMYT, OBREGON, MEXICO, 20–24 MARCH 2006 Understanding the physiological basis of yield potential in wheat",2007
W2122026637,rice,1.0,"World oilseeds: chemistry, technology, and utilization",1992
W2064216510,rice,1.0,Evaluation of the Total Antioxidant Activity as a Marker of the Deterioration of Apple Juice on Storage,1995
W30346954,rice,1.0,Genotype x environment interaction challenges and opportunities for plant breeding and cultivar recommendations,2002
W1495407666,rice,1.0,Asian rice bowls: the returning crisis?,1998
W582234571,rice,1.0,Crop Ferality and Volunteerism,2005
W2302708914,rice,1.0,Rice research in Asia: progress and priorities,1997
W1980939094,rice,1.0,Iron Coatings on Rice Roots: Morphology and Models of Development,1980
W2069171037,rice,1.0,"Synthesis and Fungicidal Activity against <i>Rhizoctonia </i><i>s</i><i>olani</i> of 2-Alkyl (Alkylthio)-5-pyrazolyl-1,3,4-oxadiazoles (Thiadiazoles)",2000
W2004728888,rice,1.0,Equilibrium theory of erosional slopes approached by frequency distribution analysis; Part II,1950
W2333598964,rice,1.0,Silica Nanoparticles for Increased Silica Availability in Maize (Zea mays. L) Seeds Under Hydroponic Conditions,2012
W2090607828,soybean,1.0,Vigor Determination in Soybean Seed by Multiple Criteria<sup>1</sup>,1973
W1509909912,soybean,1.0,"Soybeans: Chemistry, Technology, and Utilization",1995
W1971928109,soybean,1.0,Statistical Analysis of a Yield Trial,1988
W2094108457,soybean,1.0,"Stage of Development Descriptions for Soybeans, <i>Glycine Max</i> (L.) Merrill<sup>1</sup>",1971
W2014052340,soybean,1.0,Stress Tolerance in Soybeans. I. Evaluation of Three Screening Techniques for Heat and Drought Tolerance<sup>1</sup>,1984
W2113652248,soybean,1.0,CRYSTALLINE SOYBEAN TRYPSIN INHIBITOR,1946
W2725102736,soybean,1.0,Stages of soybean development,1977
W1614310946,soybean,1.0,Compendium of Soybean Diseases,1999
W4245475363,soybean,1.0,Salt Tolerance and Crop Potential of Halophytes,1999
W2010166202,soybean,1.0,Effects of Ultraviolet-B Irradiance on Soybean,1984
W2685884857,soybean,1.0,How a soybean plant develops,1967
W2020353403,soybean,1.0,"Soybean proteins. Their functional, chemical, and physical properties",1970
W2136329395,soybean,1.0,Genetic diversity in <i>Bradyrhizobium japonicum</i> Jordan 1982 and a proposal for <i>Bradyrhizobium elkanii</i> sp.nov.,1992
W1995160592,soybean,1.0,A Supernodulation and Nitrate-Tolerant Symbiotic (<i>nts</i>) Soybean Mutant,1985
W2011622025,soybean,1.0,Major proteins of soybean seeds. A straightforward fractionation and their characterization,1976
W2100374028,soybean,1.0,The interaction between salinity stress and seed vigour during germination of soyabean seeds,2003
W2059419091,soybean,1.0,Genetic Base for North American Public Soybean Cultivars Released between 1947 and 1988,1994
W4238475645,soybean,1.0,Biplot Analysis of Test Sites and Trait Relations of Soybean in Ontario,2002
W2015718283,soybean,1.0,Genetic Mapping of Agronomic Traits Using Recombinant Inbred Lines of Soybean,1996
W1998271538,soybean,1.0,Response of Soybean to Air Temperature and Carbon Dioxide Concentration,1989
W2095084377,soybean,1.0,Two Major Genes for Time of Flowering and Maturity in Soybeans<sup>1</sup>,1971
W1979244073,soybean,1.0,Mapping QTL for Seed Protein and Oil Content in Eight Soybean Populations,1997
W2138077107,soybean,1.0,"Effect of Germination on Chemical Composition, Biochemical Constituents and Antinutritional Factors of Soya Bean (Glycine max) Seeds",1997
W2040634597,soybean,1.0,Interception of Solar Radiation and Dry Matter Production by Various Soybean Planting Patterns<sup>1</sup>,1966
W2018931591,soybean,1.0,"Relationship Between the Content of Oil, Protein, and Sugar in Soybean Seed<sup>1</sup>",1972
W2022708736,soybean,1.0,Waterlogging Effects on Growth and Yield Components in Late‐Planted Soybean,1998
W2086647900,soybean,1.0,Rheological Characteristics and Gelation Mechanism of Tofu (Soybean Curd),1995
W1972805925,soybean,1.0,Two Genes Affecting Stem Termination in Soybeans<sup>1</sup>,1972
W2070471459,soybean,1.0,Bicarbonate Accumulation and pH Changes at the Soybean (Glycine max (L.) Merr.) Root‐Soil Interface,1969
W2095544744,soybean,1.0,Major proteins of soybean seeds. Subunit structure of .beta.-conglycinin,1978
W2414972710,soybean,1.0,Methane output and lactation response in Holstein cattle with monensin or unsaturated fat added to the diet.,1998
W2257817646,soybean,1.0,A new gene affecting the time of flowering and maturity in soybeans,1987
W2031844725,soybean,1.0,Water Stress during Seed Filling and Leaf Senescence in Soybean,1997
W2085425806,soybean,1.0,Assimilatory Capacity Effects on Soybean Yield Components and Pod Number,1995
W2142066741,soybean,1.0,Soybean growth and development.,2010
W85274192,soybean,1.0,"Global and Regional Trends in Production, Trade and Consumption of Food Legume Crops",2012
W2002133276,soybean,1.0,"The roles of the N‐linked glycans and extension regions of soybean β‐conglycinin in folding, assembly and structural features",1998
W1975985389,soybean,1.0,Anatomical analysis of the development and distribution of <i>Rhizobium</i> infections in soybean roots,1984
W2020769296,soybean,1.0,Genetic Control of a Long‐Juvenile Trait in Soybean,1995
W602673990,soybean,1.0,"Soybeans : chemistry, production, processing, and utilization",2008
W2126234318,soybean,1.0,In-situ Hybridization to Messenger RNA in Heterodera glycines.,1998
W2071909821,soybean,1.0,Differentiation of Soy Bean Antitryptic Factors,1946
W1972671005,soybean,1.0,Repeatability of Yield Stability Statistics in Soybean,1997
W2065709394,soybean,1.0,Identification of Diverse Soybean Germplasm Using RAPD Markers,1998
W2091433550,soybean,1.0,Effects of Chromium on Growth and Mineral Nutrition of Soybeans,1971
W1985122449,soybean,1.0,Role of Constitutive Isoflavone Conjugates in the Accumulation of Glyceollin in Soybean Infected with<i>Phytophthora megasperma</i>,1990
W2072597742,soybean,1.0,Studies on the Nature of the Endogenous Rhythm Affecting Photoperiodic Response of Biloxi Soybean,1958
W2057311344,soybean,1.0,Field Drought Tolerance of a Soybean Plant Introduction,1990
W2008336530,soybean,1.0,Heat-induced interactions between soybean proteins: preferential association of 11S basic subunits and .beta. subunits of 7S,1984
W2029600410,soybean,1.0,Fifty‐Eight Years of Genetic Improvement of Short‐Season Soybean Cultivars in Canada,1997
W2129851138,tobacco,1.0,A benzothiadiazole derivative induces systemic acquired resistance in tobacco,1996
W1986976129,tobacco,1.0,Accumulation of nitrate in the shoot acts as a signal to regulate shoot‐root allocation in tobacco<sup>†</sup>,1997
W1792722883,tobacco,1.0,"Tobacco : production, chemistry, and technology",1999
W2330845275,tobacco,1.0,The Relationship Between CO2 Transfer Conductance and Leaf Anatomy in Transgenic Tobacco With a Reduced Content of Rubisco,1994
W2061974378,tobacco,1.0,Peroxidase-Generated Hydrogen Peroxide as a Source of Antifungal Activity In Vitro and on Tobacco Leaf Disks,1992
W1867790384,tobacco,1.0,Botanical Pesticides in Agriculture,2018
W2010254904,tobacco,1.0,Conditional transgenic expression of the <i>ipt</i> gene indicates a function for cytokinins in paracrine signaling in whole tobacco plants,1997
W1883720221,tobacco,1.0,Isolation of tobacco mesophyll cells in intact and active state,1968
W2086680316,tobacco,1.0,Tobacco plants epigenetically suppressed in phenylalanine ammonia‐lyase expression do not develop systemic acquired resistance in response to infection by tobacco mosaic virus,1996
W2234630191,tobacco,1.0,The Effect of High pH and Calcium on Tobacco Leaf Protoplast Fusion,1973
W1772198057,tobacco,1.0,Enhanced Tolerance to Photooxidative Stress of Transgenic &lt;italic&gt;Nicotiana tabacum&lt;/italic&gt; with High Chloroplastic Glutathione Reductase Activity,1993
W627193268,tobacco,1.0,Cannabis: evolution and ethnobotany,2014
W2118045417,tobacco,1.0,Bestimmung der biologisch wirksamen Einheit in der Ribosenucleinsäure des Tabakmosaikvirus auf chemischem Wege,1958
W2002900330,tobacco,1.0,"A basic‐type PR‐1 promoter directs ethylene responsiveness, vascular and abscission zone‐specific expression",1993
W1978875536,tobacco,0.5609480812641083,Biochemical and Developmental Characterization of Multiple Forms of Catalase in Tobacco Leaves,1987
W2129873803,tobacco,0.4619565217391304,Comparison of Three Pathogenesis-related Proteins from Plants of Two Cultivars of Tobacco Infected with TMV,1980
W2742954728,tobacco,0.3271889400921659,ICTV Virus Taxonomy Profile: Virgaviridae,2017
W2066885219,tobacco,0.203862660944206,Exchange of Genetic Material Between Cells in Plant Tissue Grafts,2009
W2322803741,tobacco,0.2008032128514056,The Preparation and Characterization of Essentially Uniform Tobacco Mosaic Virus Particles,1958
W2048101669,tobacco,0.1078574914592484,"Harpin, Elicitor of the Hypersensitive Response Produced by the Plant Pathogen <i>Erwinia amylovora</i>",1992
W2044524906,tobacco,0.066340782122905,"Primary structural comparison of RNA-dependent polymerases from plant, animal and bacterial viruses",1984
W2124663138,tobacco,0.0605738575982996,Cytokinesis in tobacco BY-2 and root tip cells: a new model of cell plate formation in higher plants.,1995
W2509232174,tobacco,0.0578778135048231,An application of image processing techniques for detection of diseases on brinjal leaves using k-means clustering method,2016
W1983157624,tobacco,0.0552301255230125,Nucleotide sequence of tobacco mosaic virus RNA.,1982
W1964501678,tobacco,0.0526315789473684,Raman to the limit: tip‐enhanced Raman spectroscopic investigations of a single tobacco mosaic virus,2008
W1964132352,tobacco,0.0451977401129943,ELECTRON MICROSCOPY OF STRUCTURAL DETAIL IN FROZEN BIOLOGICAL SPECIMENS,1957
W1989167510,tobacco,0.0406278855032317,Characterization of Osmotin,1987
W1986853288,tobacco,0.037073652990608,"Acute, Sublethal, Antifeedant, and Synergistic Effects of Monoterpenoid Essential Oil Compounds on the Tobacco Cutworm, <i>Spodoptera litura</i> (Lep., Noctuidae)",2001
W2140346055,tobacco,0.0266694447338264,Ethylene-inducible DNA binding proteins that interact with an ethylene-responsive element.,1995
W2259175255,tobacco,0.0195702225633154,Stress Protective Role of Secondary Metabolites Diversity of Functions and Mechanisms,2008
W2012819949,tobacco,0.0187018701870187,Method for the extraction of the volatile compound salicylic acid from tobacco leaf material,2002
W1504404542,tobacco,0.015156855833627,pGD vectors: versatile tools for the expression of green and red fluorescent protein fusions in agroinfiltrated plant leaves,2002
W1971922509,tobacco,0.0150375939849624,Expression in plants of two bacterial antibiotic resistance genes after protoplast transformation with a new plant expression vector,1986
W2029814115,tobacco,0.0145310435931307,Hormonal regulation of protein synthesis associated with salt tolerance in plant cells,1987
W2130022681,tobacco,0.0143540669856459,The Food Industry and Self-Regulation: Standards to Promote Success and to Avoid Public Health Failures,2009
W1983188063,tobacco,0.013064133016627,Site‐specific integration of DNA into wild‐type and mutant <i>lox</i> sites placed in the plant genome,1995
W2316855069,tobacco,0.0111386138613861,"Inhibition of Tobacco Bacterial Wilt with Sulfone Derivatives Containing an 1,3,4-Oxadiazole Moiety",2011
W2051777213,tobacco,0.0111324376199616,Regulation of plant growth by cytokinin,2001
W1485488844,tobacco,0.010948905109489,Turnover of inositol polyphosphate pyrophosphates in pancreatoma cells.,1993
W2087646800,tobacco,0.010183299389002,Replicational release of geminivirus genomes from tandemly repeated copies: evidence for rolling-circle replication of a plant viral DNA.,1991
W1966979325,tobacco,0.0101435910947174,The Combined Effect of Drought Stress and Heat Shock on Gene Expression in Tobacco,2002
W1859039351,tobacco,0.0097765363128491,Epigenetic silencing in transgenic plants,2015
W2090677935,tobacco,0.0096700796359499,Bax-induced cell death in tobacco is similar to the hypersensitive response,1999
W2070624468,tobacco,0.0095238095238095,NMR Metabolomics to Revisit the Tobacco Mosaic Virus Infection in <i>Nicotiana </i><i>t</i><i>abacum </i>Leaves,2006
W1995273609,tobacco,0.0071416668650463,Delay of Disease Development in Transgenic Plants That Express the Tobacco Mosaic Virus Coat Protein Gene,1986
W2079215077,tobacco,0.0062787777312683,SNF1-related kinases allow plants to tolerate herbivory by allocating carbon to roots,2006
W2152146526,tobacco,0.0042472864558754,"The responses of guard and mesophyll cell photosynthesis to CO2, O2, light, and water stress in a range of species are similar",2003
W2043434470,tobacco,0.004241139048773,High-efficiency protein expression in plants from agroinfection-compatible Tobacco mosaic virus expression vectors,2007
W2007438535,tobacco,0.0037475345167652,Regulation of a plant pathogenesis-related enzyme: Inhibition of chitinase and chitinase mRNA accumulation in cultured tobacco tissues by auxin and cytokinin,1987
W1502584156,tobacco,0.0036245469316335,Effects of Iron Excess on Nicotiana plumbaginifolia Plants (Implications to Oxidative Stress),1995
W160023192,tomato,1.0,Bacterial wilt disease and the Ralstonia solanacearum species complex,2005
W2031376159,tomato,1.0,Review of Data Analysis Methods for Seed Germination<sup>1</sup>,1984
W2102277656,tomato,1.0,Differential expression of the 1‐aminocyclopropane‐1‐carboxylate oxidase gene family of tomato,1996
W2023491285,tomato,1.0,Zinc and Cadmium Uptake by Hyperaccumulator Thlaspi caerulescens Grown in Nutrient Solution,1995
W2016216815,tomato,1.0,Solar Heating by Polyethylene Mulching for the Control of Diseases Caused by Soil-Borne Pathogens,2009
W2306542319,tomato,1.0,"Bacterial wilt: the disease and its causative agent, Pseudomonas solanacearum.",1994
W2060883448,tomato,1.0,Microscopic Studies of Intercellular Infection and Protoxylem Invasion of Tomato Roots by<i>Pseudomonas solanacearum</i>,1995
W1945565554,tomato,1.0,Relationship between Sensory and Instrumental Analysis for Tomato Flavor,1998
W11700218,tomato,1.0,Virus-Induced Gene Silencing,2003
W2983629383,tomato,1.0,The Tomato crop : a scientific basis for improvement,1986
W2026280531,tomato,1.0,Quantitative and sensory studies on tomato paste volatiles,1990
W2616233046,tomato,1.0,Traditional and Medicinal Uses of Banana,2012
W2063862236,tomato,1.0,"Multiplication of tomato spotted wilt virus in its insect vector, Frankliniella occidentalis",1993
W1974358699,tomato,1.0,Induced Systemic Resistance in Cucumber and Tomato Against Cucumber Mosaic Cucumovirus Using Plant Growth-Promoting Rhizobacteria (PGPR),1996
W1972704326,tomato,1.0,A New ‘<i>Candidatus</i> Liberibacter’ Species in <i>Solanum tuberosum</i> in New Zealand,2008
W1580596418,tomato,1.0,Floriculture: Principles and Species,1998
W2103169927,tomato,1.0,Distinct Levels of Specificity in Thrips Transmission of Tospoviruses,1995
W1980531366,tomato,1.0,The Isolation and some properties of liquid crystalline substances from solanaceous plants infected with three strains of tobacco mosaic virus,1937
W2041030127,tomato,1.0,Characterization of additional volatile components of tomato,1971
W2071501968,tomato,1.0,<i>Tospovirus</i>Replication in Insect Vector Cells: Immunocytochemical Evidence that the Nonstructural Protein Encoded by the S RNA of Tomato Spotted Wilt Tospovirus Is Present in Thrips Vector Cells,1993
W2326981264,tomato,1.0,"HrpG, a Key<i>hrp</i>Regulatory Protein of<i>Xanthomonas campestris</i>pv.<i>vesicatoria</i>Is Homologous to Two-Component Response Regulators",1996
W2126400151,tomato,1.0,Differential regulation of three functional ammonium transporter genes by nitrogen in root hairs and by light in leaves of tomato,2000
W1969317797,tomato,1.0,Rapid Evolution of Pathogenicity Within Clonal Lineages of the Potato Late Blight Disease Fungus,1995
W2074326125,tomato,1.0,"DspA, an essential pathogenicity factor of <i>Erwinia amylovora</i> showing homology with AvrE of <i>Pseudomonas syringae</i>, is secreted via the Hrp secretion pathway in a DspB‐dependent way",1997
W1986755673,tomato,1.0,Stress‐induced changes in polyamine and tyramine levels can regulate proline accumulation in tomato leaf discs treated with sodium chloride,1998
W2324473992,tomato,1.0,"Transformation of the Oomycete Pathogen,<i>Phytophthora infestans</i>",1991
W2056484121,tomato,1.0,Branched absorbing structures (BAS): a feature of the extraradical mycelium of symbiotic arbuscular mycorrhizal fungi,1998
W1821915183,tomato,1.0,Nucleotide Sequence of the Tobacco Mosaic Virus (Tomato Strain) Genome and Comparison with the Common Strain Genome1,1984
W2127368769,tomato,1.0,"A comparative study of the transmission of <i>Hyoscyamus</i> virus 3, potato virus Y and cucumber virus 1 by the vectors <i>Myzus persicae</i> (Sulz), <i>M. circumflexus</i> (Buckton), and <i>Macrosiphum gei</i> (Koch)",1939
W2144181560,tomato,1.0,"Tomato Plant Culture In the Field, Greenhouse, and Home Garden",1998
W2319938745,tomato,1.0,Determinants of Pathogenicity in<i>Xanthomonas campestris</i>pv.<i>vesicatoria</i>are Related to Proteins Involved in Secretion in Bacterial Pathogens of Animals,1992
W3016151935,tomato,1.0,Effect of grafting on growth and yield of tomato (Lycopersicon esculentum Mill.) in greenhouse and open-tield,2006
W4289843656,tomato,1.0,Polyuronide Degradation and Hemicellulose Modifications in Ripening Tomato Fruit,1983
W2018319448,tomato,1.0,Effect of Cadmium Treatment on Cadmium and Zinc Uptake by Selected Vegetable Species,1973
W1532213428,tomato,0.624390243902439,Vegetation and reproduction with special reference to the tomato,1918
W2315403081,tomato,0.5267489711934157,Irrigation with saline water improves carotenoids content and antioxidant activity of tomato,2001
W2064442089,tomato,0.3946360153256705,A DYNAMIC TOMATO GROWTH AND YIELD MODEL (TOMGRO),1991
W1990489197,tomato,0.3753280839895013,"PERIODIC, RATHER THAN CONTINUAL ACQUISITION OF A NEW TOMATO VIRUS BY ITS VECTOR, THE TOBACCO WHITEFLY (<i>BEMISIA TABACI</i> GENNADIUS)<sup>1</sup>",1964
W2410095990,tomato,0.2302839116719243,Biofertilizers and their role in management of plant parasitic nematodes. A review,2014
W2174766121,tomato,0.1869436201780415,Epidemiology and Control of Tomato Mosaic Virus,1976
W1535343965,tomato,0.1393034825870646,QUANTIFICATION OF THE GROWTH RESPONSE TO LIGHT QUANTITY OF GREENHOUSE GROWN CROPS,2006
W2327503595,tomato,0.1386138613861386,Computer Vision Based Fruit Grading System for Quality Evaluation of Tomato in Agriculture industry,2016
W2035837532,tomato,0.1232876712328767,CAUSES OF INJURY TO PLANTS RESULTING FROM FLOODING OF THE SOIL,1951
W1991126671,tomato,0.1196172248803827,Photoregulation of Anthocyanin Synthesis,1984
W2305262972,tomato,0.1164658634538152,The influence of shading on yield of glasshouse tomatoes,1992
W2289529415,tomato,0.1094890510948905,Tomato leaves diseases detection approach based on Support Vector Machines,2015
W2048325428,tomato,0.1051094890510948,Comparison of color indexes for tomato ripening,2004
W2187864716,tomato,0.0971599402092675,Mineral nutrition of tomato,2003
W2064271701,tomato,0.0933424845573095,Interplant communication: airborne methyl jasmonate induces synthesis of proteinase inhibitors in plant leaves.,1990
W2073369651,tomato,0.0911528150134048,Uptake and Transport of Calcium and the Possible Causes of Blossom-end Rot in Tomato,1993
W1876282212,wheat,1.0,Decline in Percentage N of C3 and C4 Crops with Increasing Plant Mass,1990
W1946501898,wheat,1.0,Rust diseases of wheat: Concepts and methods of disease management,1992
W2026307199,wheat,1.0,Instrument for Indirect Measurement of Canopy Architecture,1991
W2123625597,wheat,1.0,Statistical analysis of regional yield trials : AMMI analysis of factorial designs,1992
W2040417533,wheat,1.0,"Water use efficiency of wheat in a Mediterranean-type environment. I. The relation between yield, water use and climate",1984
W1971273486,wheat,1.0,First Report of the Cereal Cyst Nematode <i>Heterodera latipons</i> on Wheat in Morocco,2012
W2033014033,wheat,1.0,Cell Membrane Stability as a Measure of Drought and Heat Tolerance in Wheat<sup>1</sup>,1981
W2058467808,wheat,1.0,"Wheat Yield Progress Associated with Higher Stomatal Conductance and Photosynthetic Rate, and Cooler Canopies",1998
W1969275334,wheat,1.0,Detection of Virulence to Wheat Stem Rust Resistance Gene <i>Sr31</i> in <i>Puccinia graminis</i>. f. sp. <i>tritici</i> in Uganda,2000
W2316240360,wheat,1.0,The Niche-Relationships of the California Thrasher,1917
W2104043339,wheat,1.0,Optimizing parental selection for genetic linkage maps,1993
W1987503020,wheat,1.0,The Effect of Nitrogen Fertilization on the Expression of Slow-Mildewing Resistance in Knox Wheat,2009
W1527492872,wheat,1.0,Crop ecology: productivity and management in agricultural systems,1993
W2026273381,wheat,1.0,Reduced Virulence of<i>Gibberella zeae</i>Caused by Disruption of a TrichotheceneToxin Biosynthetic Gene,1995
W1538266969,wheat,1.0,Plant-Environment Interactions,2000
W2068351250,wheat,1.0,In Situ Conservation of Landraces in Centers of Crop Diversity,1995
W2157238267,wheat,1.0,Optimizing wheat grain yield: effects of <i>Rht</i> (gibberellin-insensitive) dwarfing genes,1997
W1550357761,wheat,1.0,The vegetable proteins,1909
W2014385424,wheat,1.0,Visual Quantification of Wheat Development<sup>1</sup>,1973
W2328031695,wheat,1.0,Factors Influencing the Rate and Duration of Grain Filling in Wheat,1977
W1539836938,wheat,1.0,Polyploidy: biological relevance.,1979
W1502607396,wheat,1.0,Bread wheat: improvement and production.,2002
W1965309806,wheat,1.0,Standard karyotype and nomenclature system for description of chromosome bands and structural aberrations in wheat (<i>Triticum aestivum</i>),1991
W1982602101,wheat,1.0,Induction of Systemic Resistance of Tobacco to Tobacco Necrosis Virus by the Root-Colonizing<i>Pseudomonas fluorescens</i>Strain CHA0: Influence of the<i>gacA</i>Gene and of Pyoverdine Production,1994
W1973418002,wheat,1.0,Additive Main Effects and Multiplicative Interaction Analysis of Two International Maize Cultivar Trials,1990
W1507789344,wheat,1.0,The proteins of the wheat kernel,1907
W1997727913,wheat,1.0,Genetic Progress in Wheat Yield and Nitrogen Use Efficiency under Four Nitrogen Rates,1997
W2085642204,wheat,1.0,Water Relations in Winter Wheat as Drought Resistance Indicators,1988
W2062692655,wheat,1.0,Utilization of Allelopathy for Weed Management in Agroecosystems,1996
W2164288075,wheat,1.0,Compendium of Wheat Diseases,1978
W1990628819,wheat,1.0,Leaf Water Content and Gas‐Exchange Parameters of Two Wheat Genotypes Differing in Drought Resistance,1990
W2333761520,wheat,1.0,Reduced Virulence of Trichothecene-Nonproducing Mutants of<i>Gibberella zeae</i>in Wheat Field Tests,1996
W2067164914,wheat,1.0,Cytogenetic studies in wheat. XV. Location of rust resistance genes in VPM1 and their genetic linkage with other disease resistance genes in chromosome 2A,1993
W2012911132,wheat,1.0,Carbon Isotope Discrimination is Positively Correlated with Grain Yield and Dry Matter Production in Field‐Grown Wheat<sup>1</sup>,1987
W2051416354,wheat,1.0,Histology of the Pathogenesis of<i>Mycosphaerella graminicola</i>in Wheat,1996
W1525564107,wheat,1.0,Mineral nutrition of crops: fundamental mechanisms and implications,2000
W2331417319,wheat,1.0,The Significance of a Two-Phase Growth Response to Salinity in Wheat and Barley,1995
W1996254785,wheat,1.0,Wheat Science-Today and Tomorrow.,1982
W208072760,wheat,1.0,Gnotobiotic System for Studying Rhizosphere Colonization by Plant Growth-Promoting<i>Pseudomonas</i>Bacteria Gnotobiotic System for Studying Rhizosphere,1996
W2463359751,wheat,1.0,Soil Water Status Affects the Stomata1,1986
W2058415552,wheat,1.0,RFLP Mapping of QTL for Fusarium Head Blight Resistance in Wheat,1999
W2072689609,wheat,1.0,"Nitrogen and Dry Matter Accumulation, Remobilization, and Losses for Mediterranean Wheat during Grain Filling",1991
W2473765010,wheat,1.0,Worldwide Occurrence of Mycotoxins in Foods and Feeds—An Update,1989
W1974053474,wheat,1.0,Use of Mixtures of Fluorescent Pseudomonads to Suppress Take-all and Improve the Growth of Wheat,1994
W1990727968,wheat,1.0,<i>Trichoderma harzianum</i>: A Biocontrol Agent Effective Against <i>Sclerotium rolfsii</i> and <i>Rhizoctonia solani</i>,2008
W2057784806,wheat,1.0,Desiccation Tolerance and Its Relationship to Assimilate Partitioning in Winter Wheat,1990
W2016501878,wheat,1.0,Relationship Between Root Colonization and Suppression of<i>Gaeumannomyces graminis</i>var.<i>tritici</i>by<i>Pseudomonas fluorescens</i>Strain 2-79,1991
W2167869374,wheat,1.0,"Genetic Similarities among Winter Wheat Cultivars Determined on the Basis of RFLPs, AFLPs, and SSRs and Their Use for Predicting Progeny Variance",1999
W2903251462,wheat,1.0,Ectomycorrhizal fungal diversity: separating the wheat from the chaff,2008
W2068012959,wheat,1.0,Evaluation of Methods for Quantification of Drought Tolerance in Wheat,1992
